Taken from weather file ./USA_NY_New.York-Central.Park.725033_TMY3.epw
month 	 day 	 hour 	 directNormalIrradiance (w/m^2) 
8	4	14	273
8	4	15	443
8	4	16	448
8	4	17	343
8	4	18	184
8	4	19	85
8	4	20	0
8	4	21	0
8	4	22	0
8	4	23	0
8	4	24	0
8	5	1	0
8	5	2	0
8	5	3	0
8	5	4	0
8	5	5	0
8	5	6	128
8	5	7	443
8	5	8	569
8	5	9	182
8	5	10	3
8	5	11	14
8	5	12	8
8	5	13	12
8	5	14	4
8	5	15	1
8	5	16	2
8	5	17	3
8	5	18	1
8	5	19	0
8	5	20	0
8	5	21	0
8	5	22	0
8	5	23	0
8	5	24	0
8	6	1	0
8	6	2	0
8	6	3	0
8	6	4	0
8	6	5	0
8	6	6	0
8	6	7	1
8	6	8	0
8	6	9	0
8	6	10	0
8	6	11	208
8	6	12	331
8	6	13	655
8	6	14	515
8	6	15	258
8	6	16	15
8	6	17	3
8	6	18	2
8	6	19	16
8	6	20	0
8	6	21	0
8	6	22	0
8	6	23	0
8	6	24	0
8	7	1	0
8	7	2	0
8	7	3	0
8	7	4	0
8	7	5	0
8	7	6	2
8	7	7	90
8	7	8	210
8	7	9	325
8	7	10	208
8	7	11	406
8	7	12	447
8	7	13	549
8	7	14	367
8	7	15	320
8	7	16	378
8	7	17	82
8	7	18	128
8	7	19	5
8	7	20	0
8	7	21	0
8	7	22	0
8	7	23	0
8	7	24	0
8	8	1	0
8	8	2	0
8	8	3	0
8	8	4	0
8	8	5	0
8	8	6	65
8	8	7	338
8	8	8	509
8	8	9	603
8	8	10	502
8	8	11	419
8	8	12	222
8	8	13	591
8	8	14	533
8	8	15	586
8	8	16	202
8	8	17	3
8	8	18	1
8	8	19	53
8	8	20	0
8	8	21	0
8	8	22	0
8	8	23	0
8	8	24	0
8	9	1	0
8	9	2	0
8	9	3	0
8	9	4	0
8	9	5	0
8	9	6	1
8	9	7	2
8	9	8	16
8	9	9	4
8	9	10	17
8	9	11	10
8	9	12	4
8	9	13	4
8	9	14	0
8	9	15	4
8	9	16	2
8	9	17	1
8	9	18	0
8	9	19	0
8	9	20	0
8	9	21	0
8	9	22	0
8	9	23	0
8	9	24	0
8	10	1	0
8	10	2	0
8	10	3	0
8	10	4	0
8	10	5	0
8	10	6	0
8	10	7	0
8	10	8	1
8	10	9	0
8	10	10	0
8	10	11	1
8	10	12	104
8	10	13	221
8	10	14	386
8	10	15	132
8	10	16	1
8	10	17	3
8	10	18	6
8	10	19	1
8	10	20	0
8	10	21	0
8	10	22	0
8	10	23	0
8	10	24	0
8	11	1	0
8	11	2	0
8	11	3	0
8	11	4	0
8	11	5	0
8	11	6	133
8	11	7	488
8	11	8	664
8	11	9	757
8	11	10	809
8	11	11	839
8	11	12	736
8	11	13	781
8	11	14	638
8	11	15	618
8	11	16	628
8	11	17	591
8	11	18	352
8	11	19	96
8	11	20	0
8	11	21	0
8	11	22	0
8	11	23	0
8	11	24	0
8	12	1	0
8	12	2	0
8	12	3	0
8	12	4	0
8	12	5	0
8	12	6	89
8	12	7	388
8	12	8	481
8	12	9	612
8	12	10	651
8	12	11	695
8	12	12	757
8	12	13	689
8	12	14	817
8	12	15	748
8	12	16	787
8	12	17	705
8	12	18	544
8	12	19	187
8	12	20	0
8	12	21	0
8	12	22	0
8	12	23	0
8	12	24	0
8	13	1	0
8	13	2	0
8	13	3	0
8	13	4	0
8	13	5	0
8	13	6	72
8	13	7	396
8	13	8	499
8	13	9	663
8	13	10	667
8	13	11	591
8	13	12	439
8	13	13	492
8	13	14	552
8	13	15	176
8	13	16	508
8	13	17	424
8	13	18	170
8	13	19	25
8	13	20	0
8	13	21	0
8	13	22	0
8	13	23	0
8	13	24	0
8	14	1	0
8	14	2	0
8	14	3	0
8	14	4	0
8	14	5	0
8	14	6	149
8	14	7	329
8	14	8	280
8	14	9	621
8	14	10	658
8	14	11	770
8	14	12	556
8	14	13	655
8	14	14	541
8	14	15	439
8	14	16	532
8	14	17	452
8	14	18	563
8	14	19	181
8	14	20	0
8	14	21	0
8	14	22	0
8	14	23	0
8	14	24	0
8	15	1	0
8	15	2	0
8	15	3	0
8	15	4	0
8	15	5	0
8	15	6	6
8	15	7	196
8	15	8	3
8	15	9	391
8	15	10	85
8	15	11	409
8	15	12	346
8	15	13	469
8	15	14	731
8	15	15	656
8	15	16	541
8	15	17	610
8	15	18	368
8	15	19	132
8	15	20	0
8	15	21	0
8	15	22	0
8	15	23	0
8	15	24	0
8	16	1	0
8	16	2	0
8	16	3	0
8	16	4	0
8	16	5	0
8	16	6	5
8	16	7	212
8	16	8	427
8	16	9	552
8	16	10	623
8	16	11	306
8	16	12	529
8	16	13	600
8	16	14	584
8	16	15	545
8	16	16	446
8	16	17	432
8	16	18	232
8	16	19	16
8	16	20	0
8	16	21	0
8	16	22	0
8	16	23	0
8	16	24	0
8	17	1	0
8	17	2	0
8	17	3	0
8	17	4	0
8	17	5	0
8	17	6	46
8	17	7	324
8	17	8	446
8	17	9	607
8	17	10	656
8	17	11	741
8	17	12	509
8	17	13	631
8	17	14	667
8	17	15	648
8	17	16	627
8	17	17	560
8	17	18	346
8	17	19	47
8	17	20	0
8	17	21	0
8	17	22	0
8	17	23	0
8	17	24	0
8	18	1	0
8	18	2	0
8	18	3	0
8	18	4	0
8	18	5	0
8	18	6	39
8	18	7	242
8	18	8	528
8	18	9	713
8	18	10	778
8	18	11	803
8	18	12	781
8	18	13	593
8	18	14	694
8	18	15	774
8	18	16	516
8	18	17	299
8	18	18	240
8	18	19	56
8	18	20	0
8	18	21	0
8	18	22	0
8	18	23	0
8	18	24	0
8	19	1	0
8	19	2	0
8	19	3	0
8	19	4	0
8	19	5	0
8	19	6	2
8	19	7	127
8	19	8	120
8	19	9	52
8	19	10	198
8	19	11	254
8	19	12	422
8	19	13	433
8	19	14	220
8	19	15	385
8	19	16	358
8	19	17	302
8	19	18	173
8	19	19	3
8	19	20	0
8	19	21	0
8	19	22	0
8	19	23	0
8	19	24	0
8	20	1	0
8	20	2	0
8	20	3	0
8	20	4	0
8	20	5	0
8	20	6	15
8	20	7	249
8	20	8	541
8	20	9	623
8	20	10	590
8	20	11	661
8	20	12	560
8	20	13	407
8	20	14	339
8	20	15	274
8	20	16	355
8	20	17	395
8	20	18	291
8	20	19	37
8	20	20	0
8	20	21	0
8	20	22	0
8	20	23	0
8	20	24	0
8	21	1	0
8	21	2	0
8	21	3	0
8	21	4	0
8	21	5	0
8	21	6	101
8	21	7	484
8	21	8	679
8	21	9	771
8	21	10	827
8	21	11	819
8	21	12	763
8	21	13	877
8	21	14	773
8	21	15	730
8	21	16	722
8	21	17	660
8	21	18	472
8	21	19	77
8	21	20	0
8	21	21	0
8	21	22	0
8	21	23	0
8	21	24	0
8	22	1	0
8	22	2	0
8	22	3	0
8	22	4	0
8	22	5	0
8	22	6	32
8	22	7	88
8	22	8	51
8	22	9	7
8	22	10	2
8	22	11	3
8	22	12	10
8	22	13	59
8	22	14	752
8	22	15	51
8	22	16	6
8	22	17	6
8	22	18	3
8	22	19	0
8	22	20	0
8	22	21	0
8	22	22	0
8	22	23	0
8	22	24	0
8	23	1	0
8	23	2	0
8	23	3	0
8	23	4	0
8	23	5	0
8	23	6	19
8	23	7	269
8	23	8	520
8	23	9	610
8	23	10	190
8	23	11	437
8	23	12	358
8	23	13	295
8	23	14	510
8	23	15	508
8	23	16	462
8	23	17	381
8	23	18	180
8	23	19	20
8	23	20	0
8	23	21	0
8	23	22	0
8	23	23	0
8	23	24	0
8	24	1	0
8	24	2	0
8	24	3	0
8	24	4	0
8	24	5	0
8	24	6	20
8	24	7	288
8	24	8	515
8	24	9	641
8	24	10	565
8	24	11	596
8	24	12	527
8	24	13	446
8	24	14	400
8	24	15	383
8	24	16	356
8	24	17	278
8	24	18	138
8	24	19	14
8	24	20	0
8	24	21	0
8	24	22	0
8	24	23	0
8	24	24	0
8	25	1	0
8	25	2	0
8	25	3	0
8	25	4	0
8	25	5	0
8	25	6	49
8	25	7	213
8	25	8	500
8	25	9	445
8	25	10	190
8	25	11	184
8	25	12	227
8	25	13	272
8	25	14	198
8	25	15	355
8	25	16	466
8	25	17	445
8	25	18	297
8	25	19	35
8	25	20	0
8	25	21	0
8	25	22	0
8	25	23	0
8	25	24	0
8	26	1	0
8	26	2	0
8	26	3	0
8	26	4	0
8	26	5	0
8	26	6	16
8	26	7	148
8	26	8	216
8	26	9	595
8	26	10	517
8	26	11	681
8	26	12	299
8	26	13	532
8	26	14	569
8	26	15	120
8	26	16	5
8	26	17	5
8	26	18	6
8	26	19	1
8	26	20	0
8	26	21	0
8	26	22	0
8	26	23	0
8	26	24	0
8	27	1	0
8	27	2	0
8	27	3	0
8	27	4	0
8	27	5	0
8	27	6	0
8	27	7	0
8	27	8	1
8	27	9	1
8	27	10	0
8	27	11	0
8	27	12	0
8	27	13	0
8	27	14	0
8	27	15	1
8	27	16	1
8	27	17	0
8	27	18	0
8	27	19	0
8	27	20	0
8	27	21	0
8	27	22	0
8	27	23	0
8	27	24	0
8	28	1	0
8	28	2	0
8	28	3	0
8	28	4	0
8	28	5	0
8	28	6	0
8	28	7	1
8	28	8	1
8	28	9	1
8	28	10	0
8	28	11	1
8	28	12	1
8	28	13	0
8	28	14	2
8	28	15	0
8	28	16	0
8	28	17	1
8	28	18	1
8	28	19	0
8	28	20	0
8	28	21	0
8	28	22	0
8	28	23	0
8	28	24	0
8	29	1	0
8	29	2	0
8	29	3	0
8	29	4	0
8	29	5	0
8	29	6	0
8	29	7	0
8	29	8	0
8	29	9	0
8	29	10	84
8	29	11	230
8	29	12	565
8	29	13	239
8	29	14	530
8	29	15	193
8	29	16	435
8	29	17	195
8	29	18	119
8	29	19	2
8	29	20	0
8	29	21	0
8	29	22	0
8	29	23	0
8	29	24	0
8	30	1	0
8	30	2	0
8	30	3	0
8	30	4	0
8	30	5	0
8	30	6	37
8	30	7	372
8	30	8	594
8	30	9	709
8	30	10	784
8	30	11	814
8	30	12	803
8	30	13	758
8	30	14	792
8	30	15	571
8	30	16	657
8	30	17	566
8	30	18	325
8	30	19	24
8	30	20	0
8	30	21	0
8	30	22	0
8	30	23	0
8	30	24	0
8	31	1	0
8	31	2	0
8	31	3	0
8	31	4	0
8	31	5	0
8	31	6	22
8	31	7	370
8	31	8	583
8	31	9	621
8	31	10	520
8	31	11	604
8	31	12	672
8	31	13	466
8	31	14	420
8	31	15	649
8	31	16	626
8	31	17	602
8	31	18	262
8	31	19	6
8	31	20	0
8	31	21	0
8	31	22	0
8	31	23	0
8	31	24	0
9	1	1	0
9	1	2	0
9	1	3	0
9	1	4	0
9	1	5	0
9	1	6	23
9	1	7	114
9	1	8	113
9	1	9	357
9	1	10	372
9	1	11	362
9	1	12	443
9	1	13	577
9	1	14	677
9	1	15	670
9	1	16	509
9	1	17	470
9	1	18	254
9	1	19	26
9	1	20	0
9	1	21	0
9	1	22	0
9	1	23	0
9	1	24	0
9	2	1	0
9	2	2	0
9	2	3	0
9	2	4	0
9	2	5	0
9	2	6	1
9	2	7	1
9	2	8	1
9	2	9	6
9	2	10	3
9	2	11	8
9	2	12	229
9	2	13	155
9	2	14	35
9	2	15	105
9	2	16	54
9	2	17	87
9	2	18	17
9	2	19	0
9	2	20	0
9	2	21	0
9	2	22	0
9	2	23	0
9	2	24	0
9	3	1	0
9	3	2	0
9	3	3	0
9	3	4	0
9	3	5	0
9	3	6	1
9	3	7	42
9	3	8	54
9	3	9	2
9	3	10	4
9	3	11	190
9	3	12	171
9	3	13	220
9	3	14	380
9	3	15	537
9	3	16	397
9	3	17	99
9	3	18	71
9	3	19	0
9	3	20	0
9	3	21	0
9	3	22	0
9	3	23	0
9	3	24	0
9	4	1	0
9	4	2	0
9	4	3	0
9	4	4	0
9	4	5	0
9	4	6	1
9	4	7	127
9	4	8	332
9	4	9	484
9	4	10	570
9	4	11	615
9	4	12	517
9	4	13	551
9	4	14	477
9	4	15	453
9	4	16	468
9	4	17	275
9	4	18	61
9	4	19	0
9	4	20	0
9	4	21	0
9	4	22	0
9	4	23	0
9	4	24	0
9	5	1	0
9	5	2	0
9	5	3	0
9	5	4	0
9	5	5	0
9	5	6	0
9	5	7	1
9	5	8	35
9	5	9	33
9	5	10	201
9	5	11	304
9	5	12	109
9	5	13	30
9	5	14	93
9	5	15	26
9	5	16	15
9	5	17	4
9	5	18	4
9	5	19	0
9	5	20	0
9	5	21	0
9	5	22	0
9	5	23	0
9	5	24	0
9	6	1	0
9	6	2	0
9	6	3	0
9	6	4	0
9	6	5	0
9	6	6	0
9	6	7	2
9	6	8	1
9	6	9	1
9	6	10	0
9	6	11	1
9	6	12	0
9	6	13	1
9	6	14	186
9	6	15	472
9	6	16	518
9	6	17	216
9	6	18	92
9	6	19	4
9	6	20	0
9	6	21	0
9	6	22	0
9	6	23	0
9	6	24	0
9	7	1	0
9	7	2	0
9	7	3	0
9	7	4	0
9	7	5	0
9	7	6	25
9	7	7	117
9	7	8	264
9	7	9	419
9	7	10	723
9	7	11	751
9	7	12	755
9	7	13	766
9	7	14	627
9	7	15	738
9	7	16	643
9	7	17	468
9	7	18	238
9	7	19	8
9	7	20	0
9	7	21	0
9	7	22	0
9	7	23	0
9	7	24	0
9	8	1	0
9	8	2	0
9	8	3	0
9	8	4	0
9	8	5	0
9	8	6	0
9	8	7	23
9	8	8	8
9	8	9	59
9	8	10	99
9	8	11	193
9	8	12	139
9	8	13	202
9	8	14	74
9	8	15	72
9	8	16	71
9	8	17	14
9	8	18	1
9	8	19	0
9	8	20	0
9	8	21	0
9	8	22	0
9	8	23	0
9	8	24	0
9	9	1	0
9	9	2	0
9	9	3	0
9	9	4	0
9	9	5	0
9	9	6	23
9	9	7	327
9	9	8	537
9	9	9	735
9	9	10	834
9	9	11	864
9	9	12	872
9	9	13	881
9	9	14	857
9	9	15	800
9	9	16	712
9	9	17	519
9	9	18	257
9	9	19	12
9	9	20	0
9	9	21	0
9	9	22	0
9	9	23	0
9	9	24	0
9	10	1	0
9	10	2	0
9	10	3	0
9	10	4	0
9	10	5	0
9	10	6	16
9	10	7	321
9	10	8	506
9	10	9	613
9	10	10	664
9	10	11	671
9	10	12	704
9	10	13	702
9	10	14	616
9	10	15	610
9	10	16	602
9	10	17	381
9	10	18	98
9	10	19	1
9	10	20	0
9	10	21	0
9	10	22	0
9	10	23	0
9	10	24	0
9	11	1	0
9	11	2	0
9	11	3	0
9	11	4	0
9	11	5	0
9	11	6	1
9	11	7	31
9	11	8	86
9	11	9	414
9	11	10	655
9	11	11	641
9	11	12	763
9	11	13	778
9	11	14	716
9	11	15	622
9	11	16	546
9	11	17	392
9	11	18	133
9	11	19	1
9	11	20	0
9	11	21	0
9	11	22	0
9	11	23	0
9	11	24	0
9	12	1	0
9	12	2	0
9	12	3	0
9	12	4	0
9	12	5	0
9	12	6	8
9	12	7	269
9	12	8	533
9	12	9	672
9	12	10	749
9	12	11	784
9	12	12	799
9	12	13	798
9	12	14	778
9	12	15	731
9	12	16	645
9	12	17	484
9	12	18	173
9	12	19	1
9	12	20	0
9	12	21	0
9	12	22	0
9	12	23	0
9	12	24	0
9	13	1	0
9	13	2	0
9	13	3	0
9	13	4	0
9	13	5	0
9	13	6	36
9	13	7	420
9	13	8	537
9	13	9	681
9	13	10	533
9	13	11	625
9	13	12	618
9	13	13	490
9	13	14	575
9	13	15	303
9	13	16	180
9	13	17	225
9	13	18	40
9	13	19	1
9	13	20	0
9	13	21	0
9	13	22	0
9	13	23	0
9	13	24	0
9	14	1	0
9	14	2	0
9	14	3	0
9	14	4	0
9	14	5	0
9	14	6	1
9	14	7	3
9	14	8	2
9	14	9	4
9	14	10	7
9	14	11	3
9	14	12	5
9	14	13	1
9	14	14	3
9	14	15	1
9	14	16	1
9	14	17	0
9	14	18	0
9	14	19	0
9	14	20	0
9	14	21	0
9	14	22	0
9	14	23	0
9	14	24	0
9	15	1	0
9	15	2	0
9	15	3	0
9	15	4	0
9	15	5	0
9	15	6	1
9	15	7	158
9	15	8	419
9	15	9	569
9	15	10	611
9	15	11	354
9	15	12	259
9	15	13	122
9	15	14	268
9	15	15	394
9	15	16	492
9	15	17	239
9	15	18	61
9	15	19	0
9	15	20	0
9	15	21	0
9	15	22	0
9	15	23	0
9	15	24	0
9	16	1	0
9	16	2	0
9	16	3	0
9	16	4	0
9	16	5	0
9	16	6	0
9	16	7	100
9	16	8	339
9	16	9	492
9	16	10	584
9	16	11	435
9	16	12	428
9	16	13	553
9	16	14	441
9	16	15	317
9	16	16	345
9	16	17	254
9	16	18	27
9	16	19	0
9	16	20	0
9	16	21	0
9	16	22	0
9	16	23	0
9	16	24	0
9	17	1	0
9	17	2	0
9	17	3	0
9	17	4	0
9	17	5	0
9	17	6	41
9	17	7	449
9	17	8	690
9	17	9	690
9	17	10	802
9	17	11	732
9	17	12	635
9	17	13	595
9	17	14	369
9	17	15	619
9	17	16	580
9	17	17	621
9	17	18	274
9	17	19	0
9	17	20	0
9	17	21	0
9	17	22	0
9	17	23	0
9	17	24	0
9	18	1	0
9	18	2	0
9	18	3	0
9	18	4	0
9	18	5	0
9	18	6	19
9	18	7	369
9	18	8	640
9	18	9	756
9	18	10	818
9	18	11	804
9	18	12	759
9	18	13	458
9	18	14	718
9	18	15	461
9	18	16	506
9	18	17	352
9	18	18	156
9	18	19	0
9	18	20	0
9	18	21	0
9	18	22	0
9	18	23	0
9	18	24	0
9	19	1	0
9	19	2	0
9	19	3	0
9	19	4	0
9	19	5	0
9	19	6	2
9	19	7	236
9	19	8	518
9	19	9	571
9	19	10	742
9	19	11	705
9	19	12	705
9	19	13	656
9	19	14	634
9	19	15	685
9	19	16	630
9	19	17	453
9	19	18	106
9	19	19	0
9	19	20	0
9	19	21	0
9	19	22	0
9	19	23	0
9	19	24	0
9	20	1	0
9	20	2	0
9	20	3	0
9	20	4	0
9	20	5	0
9	20	6	0
9	20	7	135
9	20	8	409
9	20	9	569
9	20	10	657
9	20	11	706
9	20	12	725
9	20	13	723
9	20	14	693
9	20	15	538
9	20	16	481
9	20	17	290
9	20	18	26
9	20	19	0
9	20	20	0
9	20	21	0
9	20	22	0
9	20	23	0
9	20	24	0
9	21	1	0
9	21	2	0
9	21	3	0
9	21	4	0
9	21	5	0
9	21	6	0
9	21	7	2
9	21	8	4
9	21	9	5
9	21	10	2
9	21	11	4
9	21	12	6
9	21	13	4
9	21	14	0
9	21	15	0
9	21	16	1
9	21	17	0
9	21	18	0
9	21	19	0
9	21	20	0
9	21	21	0
9	21	22	0
9	21	23	0
9	21	24	0
9	22	1	0
9	22	2	0
9	22	3	0
9	22	4	0
9	22	5	0
9	22	6	0
9	22	7	0
9	22	8	0
9	22	9	1
9	22	10	1
9	22	11	0
9	22	12	1
9	22	13	1
9	22	14	0
9	22	15	1
9	22	16	1
9	22	17	0
9	22	18	0
9	22	19	0
9	22	20	0
9	22	21	0
9	22	22	0
9	22	23	0
9	22	24	0
9	23	1	0
9	23	2	0
9	23	3	0
9	23	4	0
9	23	5	0
9	23	6	4
9	23	7	210
9	23	8	375
9	23	9	687
9	23	10	817
9	23	11	851
9	23	12	864
9	23	13	858
9	23	14	841
9	23	15	794
9	23	16	705
9	23	17	527
9	23	18	146
9	23	19	0
9	23	20	0
9	23	21	0
9	23	22	0
9	23	23	0
9	23	24	0
9	24	1	0
9	24	2	0
9	24	3	0
9	24	4	0
9	24	5	0
9	24	6	10
9	24	7	238
9	24	8	155
9	24	9	492
9	24	10	662
9	24	11	675
9	24	12	684
9	24	13	655
9	24	14	577
9	24	15	527
9	24	16	464
9	24	17	329
9	24	18	65
9	24	19	0
9	24	20	0
9	24	21	0
9	24	22	0
9	24	23	0
9	24	24	0
9	25	1	0
9	25	2	0
9	25	3	0
9	25	4	0
9	25	5	0
9	25	6	0
9	25	7	6
9	25	8	27
9	25	9	6
9	25	10	23
9	25	11	148
9	25	12	331
9	25	13	489
9	25	14	335
9	25	15	113
9	25	16	152
9	25	17	83
9	25	18	3
9	25	19	0
9	25	20	0
9	25	21	0
9	25	22	0
9	25	23	0
9	25	24	0
9	26	1	0
9	26	2	0
9	26	3	0
9	26	4	0
9	26	5	0
9	26	6	1
9	26	7	16
9	26	8	115
9	26	9	353
9	26	10	311
9	26	11	377
9	26	12	432
9	26	13	499
9	26	14	553
9	26	15	385
9	26	16	389
9	26	17	205
9	26	18	62
9	26	19	0
9	26	20	0
9	26	21	0
9	26	22	0
9	26	23	0
9	26	24	0
9	27	1	0
9	27	2	0
9	27	3	0
9	27	4	0
9	27	5	0
9	27	6	0
9	27	7	7
9	27	8	199
9	27	9	163
9	27	10	123
9	27	11	230
9	27	12	230
9	27	13	371
9	27	14	294
9	27	15	109
9	27	16	78
9	27	17	174
9	27	18	9
9	27	19	0
9	27	20	0
9	27	21	0
9	27	22	0
9	27	23	0
9	27	24	0
9	28	1	0
9	28	2	0
9	28	3	0
9	28	4	0
9	28	5	0
9	28	6	1
9	28	7	15
9	28	8	47
9	28	9	245
9	28	10	97
9	28	11	364
9	28	12	18
9	28	13	3
9	28	14	4
9	28	15	2
9	28	16	2
9	28	17	1
9	28	18	0
9	28	19	0
9	28	20	0
9	28	21	0
9	28	22	0
9	28	23	0
9	28	24	0
9	29	1	0
9	29	2	0
9	29	3	0
9	29	4	0
9	29	5	0
9	29	6	0
9	29	7	0
9	29	8	0
9	29	9	1
9	29	10	1
9	29	11	1
9	29	12	1
9	29	13	1
9	29	14	1
9	29	15	103
9	29	16	33
9	29	17	13
9	29	18	1
9	29	19	0
9	29	20	0
9	29	21	0
9	29	22	0
9	29	23	0
9	29	24	0
9	30	1	0
9	30	2	0
9	30	3	0
9	30	4	0
9	30	5	0
9	30	6	0
9	30	7	3
9	30	8	2
9	30	9	5
9	30	10	4
9	30	11	1
9	30	12	4
9	30	13	1
9	30	14	1
9	30	15	1
9	30	16	1
9	30	17	0
9	30	18	0
9	30	19	0
9	30	20	0
9	30	21	0
9	30	22	0
9	30	23	0
9	30	24	0
10	1	1	0
10	1	2	0
10	1	3	0
10	1	4	0
10	1	5	0
10	1	6	0
10	1	7	9
10	1	8	92
10	1	9	502
10	1	10	305
10	1	11	647
10	1	12	722
10	1	13	636
10	1	14	592
10	1	15	401
10	1	16	333
10	1	17	107
10	1	18	15
10	1	19	0
10	1	20	0
10	1	21	0
10	1	22	0
10	1	23	0
10	1	24	0
10	2	1	0
10	2	2	0
10	2	3	0
10	2	4	0
10	2	5	0
10	2	6	0
10	2	7	5
10	2	8	6
10	2	9	2
10	2	10	7
10	2	11	1
10	2	12	6
10	2	13	1
10	2	14	55
10	2	15	70
10	2	16	311
10	2	17	24
10	2	18	1
10	2	19	0
10	2	20	0
10	2	21	0
10	2	22	0
10	2	23	0
10	2	24	0
10	3	1	0
10	3	2	0
10	3	3	0
10	3	4	0
10	3	5	0
10	3	6	0
10	3	7	5
10	3	8	61
10	3	9	62
10	3	10	17
10	3	11	98
10	3	12	82
10	3	13	102
10	3	14	71
10	3	15	2
10	3	16	4
10	3	17	2
10	3	18	0
10	3	19	0
10	3	20	0
10	3	21	0
10	3	22	0
10	3	23	0
10	3	24	0
10	4	1	0
10	4	2	0
10	4	3	0
10	4	4	0
10	4	5	0
10	4	6	1
10	4	7	172
10	4	8	472
10	4	9	522
10	4	10	571
10	4	11	448
10	4	12	698
10	4	13	728
10	4	14	468
10	4	15	400
10	4	16	272
10	4	17	404
10	4	18	57
10	4	19	0
10	4	20	0
10	4	21	0
10	4	22	0
10	4	23	0
10	4	24	0
10	5	1	0
10	5	2	0
10	5	3	0
10	5	4	0
10	5	5	0
10	5	6	0
10	5	7	17
10	5	8	121
10	5	9	177
10	5	10	75
10	5	11	212
10	5	12	329
10	5	13	366
10	5	14	233
10	5	15	207
10	5	16	406
10	5	17	243
10	5	18	11
10	5	19	0
10	5	20	0
10	5	21	0
10	5	22	0
10	5	23	0
10	5	24	0
10	6	1	0
10	6	2	0
10	6	3	0
10	6	4	0
10	6	5	0
10	6	6	0
10	6	7	13
10	6	8	48
10	6	9	125
10	6	10	306
10	6	11	552
10	6	12	460
10	6	13	519
10	6	14	658
10	6	15	450
10	6	16	592
10	6	17	433
10	6	18	35
10	6	19	0
10	6	20	0
10	6	21	0
10	6	22	0
10	6	23	0
10	6	24	0
10	7	1	0
10	7	2	0
10	7	3	0
10	7	4	0
10	7	5	0
10	7	6	0
10	7	7	29
10	7	8	50
10	7	9	92
10	7	10	514
10	7	11	691
10	7	12	461
10	7	13	518
10	7	14	454
10	7	15	564
10	7	16	251
10	7	17	98
10	7	18	3
10	7	19	0
10	7	20	0
10	7	21	0
10	7	22	0
10	7	23	0
10	7	24	0
10	8	1	0
10	8	2	0
10	8	3	0
10	8	4	0
10	8	5	0
10	8	6	0
10	8	7	57
10	8	8	370
10	8	9	491
10	8	10	676
10	8	11	694
10	8	12	700
10	8	13	720
10	8	14	548
10	8	15	499
10	8	16	358
10	8	17	184
10	8	18	4
10	8	19	0
10	8	20	0
10	8	21	0
10	8	22	0
10	8	23	0
10	8	24	0
10	9	1	0
10	9	2	0
10	9	3	0
10	9	4	0
10	9	5	0
10	9	6	0
10	9	7	224
10	9	8	594
10	9	9	737
10	9	10	816
10	9	11	856
10	9	12	871
10	9	13	875
10	9	14	850
10	9	15	795
10	9	16	685
10	9	17	433
10	9	18	38
10	9	19	0
10	9	20	0
10	9	21	0
10	9	22	0
10	9	23	0
10	9	24	0
10	10	1	0
10	10	2	0
10	10	3	0
10	10	4	0
10	10	5	0
10	10	6	0
10	10	7	127
10	10	8	484
10	10	9	652
10	10	10	742
10	10	11	785
10	10	12	810
10	10	13	804
10	10	14	564
10	10	15	255
10	10	16	3
10	10	17	1
10	10	18	0
10	10	19	0
10	10	20	0
10	10	21	0
10	10	22	0
10	10	23	0
10	10	24	0
10	11	1	0
10	11	2	0
10	11	3	0
10	11	4	0
10	11	5	0
10	11	6	0
10	11	7	0
10	11	8	2
10	11	9	1
10	11	10	0
10	11	11	2
10	11	12	1
10	11	13	0
10	11	14	1
10	11	15	1
10	11	16	1
10	11	17	0
10	11	18	0
10	11	19	0
10	11	20	0
10	11	21	0
10	11	22	0
10	11	23	0
10	11	24	0
10	12	1	0
10	12	2	0
10	12	3	0
10	12	4	0
10	12	5	0
10	12	6	0
10	12	7	176
10	12	8	544
10	12	9	677
10	12	10	564
10	12	11	551
10	12	12	562
10	12	13	71
10	12	14	168
10	12	15	322
10	12	16	208
10	12	17	55
10	12	18	3
10	12	19	0
10	12	20	0
10	12	21	0
10	12	22	0
10	12	23	0
10	12	24	0
10	13	1	0
10	13	2	0
10	13	3	0
10	13	4	0
10	13	5	0
10	13	6	0
10	13	7	176
10	13	8	506
10	13	9	568
10	13	10	591
10	13	11	486
10	13	12	502
10	13	13	265
10	13	14	410
10	13	15	393
10	13	16	252
10	13	17	103
10	13	18	7
10	13	19	0
10	13	20	0
10	13	21	0
10	13	22	0
10	13	23	0
10	13	24	0
10	14	1	0
10	14	2	0
10	14	3	0
10	14	4	0
10	14	5	0
10	14	6	0
10	14	7	25
10	14	8	192
10	14	9	547
10	14	10	426
10	14	11	644
10	14	12	621
10	14	13	880
10	14	14	797
10	14	15	689
10	14	16	587
10	14	17	269
10	14	18	17
10	14	19	0
10	14	20	0
10	14	21	0
10	14	22	0
10	14	23	0
10	14	24	0
10	15	1	0
10	15	2	0
10	15	3	0
10	15	4	0
10	15	5	0
10	15	6	0
10	15	7	4
10	15	8	31
10	15	9	66
10	15	10	114
10	15	11	117
10	15	12	65
10	15	13	9
10	15	14	186
10	15	15	254
10	15	16	320
10	15	17	158
10	15	18	2
10	15	19	0
10	15	20	0
10	15	21	0
10	15	22	0
10	15	23	0
10	15	24	0
10	16	1	0
10	16	2	0
